id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1439892574739722240,1439892574739722240,2021-09-20 10:01:56 UTC,2021-09-20,10:01:56,+0000,945625807602434048,6g_bitflyer,六爺,,仮想通貨全部下げてるんかな。今回はちゃんとRAYもヘッジ済み！この前色々と発表されてたビッダオも案の定だった（）  そういえば前にバイビ(だったと思う)で損失帳消しチケット？みたいなのとか色々あったのどうなったんだろ。実在して当たって使った人居るのかな。,ja,[],[],[],0,0,4,[],[],https://twitter.com/6G_bitflyer/status/1439892574739722240,False,,0,,,,,,,,[],,,,
1439764168341528578,1439761783426715648,2021-09-20 01:31:41 UTC,2021-09-20,01:31:41,+0000,945625807602434048,6g_bitflyer,六爺,,@a__aa__a__Aaaaa 才能があるからこそだけど羨ましいぜw,ja,[],[],[],0,0,3,[],[],https://twitter.com/6G_bitflyer/status/1439764168341528578,False,,0,,,,,,,,"[{'screen_name': 'a__aa__a__Aaaaa', 'name': 'ヤブカブ', 'id': '839763348254162945'}]",,,,
1439762950651199489,1439761783426715648,2021-09-20 01:26:51 UTC,2021-09-20,01:26:51,+0000,945625807602434048,6g_bitflyer,六爺,,@a__aa__a__Aaaaa SUGEEEE!!,en,[],[],[],1,0,1,[],[],https://twitter.com/6G_bitflyer/status/1439762950651199489,False,,0,,,,,,,,"[{'screen_name': 'a__aa__a__Aaaaa', 'name': 'ヤブカブ', 'id': '839763348254162945'}]",,,,
1439885844525903872,1439885844525903872,2021-09-20 09:35:11 UTC,2021-09-20,09:35:11,+0000,939788359764819968,cals1119,カモネギ人生🐉,,時速うんこもれたkm  https://t.co/fevETLyQje,ja,[],[],['https://pbs.twimg.com/media/E_uAivGVQAIGqVf.jpg'],0,0,16,[],[],https://twitter.com/cals1119/status/1439885844525903872,False,,1,https://pbs.twimg.com/media/E_uAivGVQAIGqVf.jpg,,,,,,,[],,,,
1439800138541584385,1439800138541584385,2021-09-20 03:54:37 UTC,2021-09-20,03:54:37,+0000,939788359764819968,cals1119,カモネギ人生🐉,,タタタタ、タタたばこいいぃ、いぃ、一本くださいぃ  https://t.co/9EjnfI533T,ja,[],[],['https://pbs.twimg.com/media/E_symC-UUAIE03U.jpg'],0,0,23,[],[],https://twitter.com/cals1119/status/1439800138541584385,False,,1,https://pbs.twimg.com/media/E_symC-UUAIE03U.jpg,,,,,,,[],,,,
1439795316253888516,1439795316253888516,2021-09-20 03:35:28 UTC,2021-09-20,03:35:28,+0000,939788359764819968,cals1119,カモネギ人生🐉,,デッドギフバウンスとかおもろすぎやろwwwww,ja,[],[],[],0,1,15,[],[],https://twitter.com/cals1119/status/1439795316253888516,False,,0,,,,,,,,[],,,,
1439750393584513025,1439748682715332616,2021-09-20 00:36:57 UTC,2021-09-20,00:36:57,+0000,939788359764819968,cals1119,カモネギ人生🐉,,@DEG_2020 わろたwwwww,ja,[],[],[],0,0,1,[],[],https://twitter.com/cals1119/status/1439750393584513025,False,,0,,,,,,,,"[{'screen_name': 'DEG_2020', 'name': 'DEG', 'id': '840338055487672320'}]",,,,
1439597699838267395,1439597699838267395,2021-09-19 14:30:12 UTC,2021-09-19,14:30:12,+0000,939788359764819968,cals1119,カモネギ人生🐉,,流行を先取りしすぎたNFT この波動砲のクオリティみてーな  https://t.co/ucZCaZXKf0,ja,[],[],['https://pbs.twimg.com/media/E_p6ehoUUAU9fW7.jpg'],0,1,43,[],[],https://twitter.com/cals1119/status/1439597699838267395,False,,1,https://pbs.twimg.com/media/E_p6ehoUUAU9fW7.jpg,,,,,,,[],,,,
1439564342387638282,1439559200972034049,2021-09-19 12:17:39 UTC,2021-09-19,12:17:39,+0000,939788359764819968,cals1119,カモネギ人生🐉,,@AKAMESHISekihan はよチンポ買ってくれよ,ja,[],[],[],0,0,1,[],[],https://twitter.com/cals1119/status/1439564342387638282,False,,0,,,,,,,,"[{'screen_name': 'AKAMESHISekihan', 'name': '赤飯@学生トレーダーI have 内定', 'id': '3700352839'}]",,,,
1439496474799198213,1439496474799198213,2021-09-19 07:47:58 UTC,2021-09-19,07:47:58,+0000,939788359764819968,cals1119,カモネギ人生🐉,,今日の夜は対戦宜しく！  https://t.co/AhU5ODxVPf,ja,[],[],['https://pbs.twimg.com/media/E_oeaJDUYAkWPZO.jpg'],1,0,34,[],[],https://twitter.com/cals1119/status/1439496474799198213,False,,1,https://pbs.twimg.com/media/E_oeaJDUYAkWPZO.jpg,,,,,,,[],,,,
