id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1439252386451628036,1439236567030120454,2021-09-18 15:38:03 UTC,2021-09-18,15:38:03,+0000,945625807602434048,6g_bitflyer,六爺,,@jiroumashimashi @marihiro69 お腹空いてなくては草 ラーメンとつけ麺食べるとかでどうにかしよ,ja,[],[],[],0,0,1,[],[],https://twitter.com/6G_bitflyer/status/1439252386451628036,False,,0,,,,,,,,"[{'screen_name': 'jiroumashimashi', 'name': 'マシマシ', 'id': '923385068827041793'}, {'screen_name': 'marihiro69', 'name': 'まりひろ69', 'id': '1282025406'}]",,,,
1439251796849922048,1439236567030120454,2021-09-18 15:35:43 UTC,2021-09-18,15:35:43,+0000,945625807602434048,6g_bitflyer,六爺,,@jiroumashimashi @marihiro69 好みの無いのはわかってたww たまには「こっち側」のラーメン食べようぜ…,ja,[],[],[],1,0,1,[],[],https://twitter.com/6G_bitflyer/status/1439251796849922048,False,,0,,,,,,,,"[{'screen_name': 'jiroumashimashi', 'name': 'マシマシ', 'id': '923385068827041793'}, {'screen_name': 'marihiro69', 'name': 'まりひろ69', 'id': '1282025406'}]",,,,
1439250374049755142,1439092663135789061,2021-09-18 15:30:03 UTC,2021-09-18,15:30:03,+0000,945625807602434048,6g_bitflyer,六爺,,@hototototogisuu Zoomのあの画像思い出すw ポーカーフェイス必要無いんでタイミング合えば是非👍,ja,[],[],[],1,0,0,[],[],https://twitter.com/6G_bitflyer/status/1439250374049755142,False,,0,,,,,,,,"[{'screen_name': 'hototototogisuu', 'name': 'メガトンヘルゲート', 'id': '1083034009381220353'}]",,,,
1439249438904504331,1439236567030120454,2021-09-18 15:26:20 UTC,2021-09-18,15:26:20,+0000,945625807602434048,6g_bitflyer,六爺,,@jiroumashimashi @marihiro69 いや食べる前からギブしてるしこんな時間にラーメン画像やめろ的なの思わなかったの初めてだなんて言えない😇,ja,[],[],[],1,0,2,[],[],https://twitter.com/6G_bitflyer/status/1439249438904504331,False,,0,,,,,,,,"[{'screen_name': 'jiroumashimashi', 'name': 'マシマシ', 'id': '923385068827041793'}, {'screen_name': 'marihiro69', 'name': 'まりひろ69', 'id': '1282025406'}]",,,,
1439248123214254085,1439236567030120454,2021-09-18 15:21:07 UTC,2021-09-18,15:21:07,+0000,945625807602434048,6g_bitflyer,六爺,,@jiroumashimashi ベビースターとマヨネーズと脂がいらなくてにんにくともやしと麺が1/3ずつで良いかな！,ja,[],[],[],1,0,1,[],[],https://twitter.com/6G_bitflyer/status/1439248123214254085,False,,0,,,,,,,,"[{'screen_name': 'jiroumashimashi', 'name': 'マシマシ', 'id': '923385068827041793'}]",,,,
1439246954777616389,1439236567030120454,2021-09-18 15:16:28 UTC,2021-09-18,15:16:28,+0000,945625807602434048,6g_bitflyer,六爺,,@jiroumashimashi ワイの複垢記録用のラーメンまみれだったわw もう平和の象徴はラーメンで良いと思う,ja,[],[],[],1,0,2,[],[],https://twitter.com/6G_bitflyer/status/1439246954777616389,False,,0,,,,,,,,"[{'screen_name': 'jiroumashimashi', 'name': 'マシマシ', 'id': '923385068827041793'}]",,,,
1439246481832099846,1439236567030120454,2021-09-18 15:14:35 UTC,2021-09-18,15:14:35,+0000,945625807602434048,6g_bitflyer,六爺,,@crypto_M_esi むしろトレーダーと言えるほどやってないっていう…笑,ja,[],[],[],0,0,1,[],[],https://twitter.com/6G_bitflyer/status/1439246481832099846,False,,0,,,,,,,,"[{'screen_name': 'crypto_M_esi', 'name': '✨西洋占星術トレーダー✨【Miss自動売買】', 'id': '875430112614768640'}]",,,,
1439240090098667521,1439092663135789061,2021-09-18 14:49:11 UTC,2021-09-18,14:49:11,+0000,945625807602434048,6g_bitflyer,六爺,,@hototototogisuu おお 息抜きにポーカーやってみましょう,ja,[],[],[],1,0,2,[],[],https://twitter.com/6G_bitflyer/status/1439240090098667521,False,,0,,,,,,,,"[{'screen_name': 'hototototogisuu', 'name': 'メガトンヘルゲート', 'id': '1083034009381220353'}]",,,,
1439239885659918337,1439236567030120454,2021-09-18 14:48:23 UTC,2021-09-18,14:48:23,+0000,945625807602434048,6g_bitflyer,六爺,,@crypto_M_esi 全然わからなくて草🌱,ja,[],[],[],1,0,1,[],[],https://twitter.com/6G_bitflyer/status/1439239885659918337,False,,0,,,,,,,,"[{'screen_name': 'crypto_M_esi', 'name': '✨西洋占星術トレーダー✨【Miss自動売買】', 'id': '875430112614768640'}]",,,,
1439238543188975621,1439236567030120454,2021-09-18 14:43:03 UTC,2021-09-18,14:43:03,+0000,945625807602434048,6g_bitflyer,六爺,,@crypto_M_esi 名前に西洋占星術とか入ってる人に喧嘩売られるの怖すぎワロタ,ja,[],[],[],1,0,1,[],[],https://twitter.com/6G_bitflyer/status/1439238543188975621,False,,0,,,,,,,,"[{'screen_name': 'crypto_M_esi', 'name': '✨西洋占星術トレーダー✨【Miss自動売買】', 'id': '875430112614768640'}]",,,,
